stfid00,block,ward,stfid00_bg,blockgr,tract,cntynme,mcdnme,placenme,neighbor,district,SIA,geonei,geoname,buck_zone
390351011011000,1011.01-1000,18,390351011011,1011.01-1,1011.01,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011011001,1011.01-1001,18,390351011011,1011.01-1,1011.01,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011011002,1011.01-1002,18,390351011011,1011.01-1,1011.01,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011011003,1011.01-1003,18,390351011011,1011.01-1,1011.01,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011011004,1011.01-1004,18,390351011011,1011.01-1,1011.01,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011012000,1011.01-2000,18,390351011012,1011.01-2,1011.01,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011012001,1011.01-2001,19,390351011012,1011.01-2,1011.01,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011012002,1011.01-2002,19,390351011012,1011.01-2,1011.01,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011012003,1011.01-2003,19,390351011012,1011.01-2,1011.01,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011012004,1011.01-2004,19,390351011012,1011.01-2,1011.01,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011012005,1011.01-2005,19,390351011012,1011.01-2,1011.01,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011012006,1011.01-2006,19,390351011012,1011.01-2,1011.01,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011021000,1011.02-1000,18,390351011021,1011.02-1,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011021001,1011.02-1001,18,390351011021,1011.02-1,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011021002,1011.02-1002,18,390351011021,1011.02-1,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011021003,1011.02-1003,19,390351011021,1011.02-1,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011021004,1011.02-1004,19,390351011021,1011.02-1,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011022000,1011.02-2000,19,390351011022,1011.02-2,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011022001,1011.02-2001,18,390351011022,1011.02-2,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011022002,1011.02-2002,18,390351011022,1011.02-2,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011022003,1011.02-2003,18,390351011022,1011.02-2,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011022004,1011.02-2004,19,390351011022,1011.02-2,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011023000,1011.02-3000,18,390351011023,1011.02-3,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011023001,1011.02-3001,18,390351011023,1011.02-3,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011023002,1011.02-3002,18,390351011023,1011.02-3,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011023003,1011.02-3003,18,390351011023,1011.02-3,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011023004,1011.02-3004,18,390351011023,1011.02-3,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011023005,1011.02-3005,18,390351011023,1011.02-3,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011023006,1011.02-3006,18,390351011023,1011.02-3,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011023007,1011.02-3007,18,390351011023,1011.02-3,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024000,1011.02-4000,18,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024001,1011.02-4001,18,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024002,1011.02-4002,18,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024003,1011.02-4003,18,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024004,1011.02-4004,18,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024005,1011.02-4005,18,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024006,1011.02-4006,18,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024007,1011.02-4007,18,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024008,1011.02-4008,18,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024009,1011.02-4009,18,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024010,1011.02-4010,18,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024011,1011.02-4011,18,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024012,1011.02-4012,18,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024013,1011.02-4013,18,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024014,1011.02-4014,18,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024015,1011.02-4015,18,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024016,1011.02-4016,18,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024017,1011.02-4017,18,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351011024999,1011.02-4999,,390351011024,1011.02-4,1011.02,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater I,Ohio City,
390351012001000,1012.00-1000,18,390351012001,1012.00-1,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012001001,1012.00-1001,18,390351012001,1012.00-1,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,,Detroit-Shoreway,Central - Downtown - West,
390351012001002,1012.00-1002,18,390351012001,1012.00-1,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,,Detroit-Shoreway,Central - Downtown - West,
390351012001003,1012.00-1003,17,390351012001,1012.00-1,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012001004,1012.00-1004,17,390351012001,1012.00-1,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012001005,1012.00-1005,17,390351012001,1012.00-1,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012001006,1012.00-1006,17,390351012001,1012.00-1,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012001007,1012.00-1007,17,390351012001,1012.00-1,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012001008,1012.00-1008,17,390351012001,1012.00-1,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012001009,1012.00-1009,17,390351012001,1012.00-1,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012001010,1012.00-1010,17,390351012001,1012.00-1,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012001011,1012.00-1011,17,390351012001,1012.00-1,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012001012,1012.00-1012,17,390351012001,1012.00-1,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012001013,1012.00-1013,17,390351012001,1012.00-1,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012001014,1012.00-1014,17,390351012001,1012.00-1,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012001999,1012.00-1999,,390351012001,1012.00-1,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,,Detroit-Shoreway,Central - Downtown - West,
390351012002000,1012.00-2000,17,390351012002,1012.00-2,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012002001,1012.00-2001,17,390351012002,1012.00-2,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012002002,1012.00-2002,17,390351012002,1012.00-2,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012002003,1012.00-2003,17,390351012002,1012.00-2,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012002004,1012.00-2004,17,390351012002,1012.00-2,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012002005,1012.00-2005,17,390351012002,1012.00-2,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012002006,1012.00-2006,17,390351012002,1012.00-2,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012002007,1012.00-2007,17,390351012002,1012.00-2,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012002008,1012.00-2008,17,390351012002,1012.00-2,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351012002009,1012.00-2009,17,390351012002,1012.00-2,1012,Cuyahoga,Cleveland city,Cleveland city,Detroit-Shoreway,2,Detroit-Shoreway,Detroit-Shoreway,Central - Downtown - West,
390351013001000,1013.00-1000,19,390351013001,1013.00-1,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013001001,1013.00-1001,19,390351013001,1013.00-1,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013001002,1013.00-1002,18,390351013001,1013.00-1,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013001003,1013.00-1003,18,390351013001,1013.00-1,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013001004,1013.00-1004,18,390351013001,1013.00-1,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013001005,1013.00-1005,18,390351013001,1013.00-1,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013001006,1013.00-1006,18,390351013001,1013.00-1,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013001007,1013.00-1007,18,390351013001,1013.00-1,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013001008,1013.00-1008,18,390351013001,1013.00-1,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013001009,1013.00-1009,19,390351013001,1013.00-1,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013001010,1013.00-1010,19,390351013001,1013.00-1,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013001011,1013.00-1011,19,390351013001,1013.00-1,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013001012,1013.00-1012,18,390351013001,1013.00-1,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013002000,1013.00-2000,18,390351013002,1013.00-2,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013002001,1013.00-2001,18,390351013002,1013.00-2,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013002002,1013.00-2002,18,390351013002,1013.00-2,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013002003,1013.00-2003,18,390351013002,1013.00-2,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013002004,1013.00-2004,18,390351013002,1013.00-2,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013002005,1013.00-2005,18,390351013002,1013.00-2,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013002006,1013.00-2006,18,390351013002,1013.00-2,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013002007,1013.00-2007,18,390351013002,1013.00-2,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351013002008,1013.00-2008,18,390351013002,1013.00-2,1013,Cuyahoga,Cleveland city,Cleveland city,Edgewater,1,,Edgewater II,Central - Downtown - West,
390351014001000,1014.00-1000,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001001,1014.00-1001,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001002,1014.00-1002,18,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001003,1014.00-1003,18,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001004,1014.00-1004,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001005,1014.00-1005,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001006,1014.00-1006,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001007,1014.00-1007,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001008,1014.00-1008,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001009,1014.00-1009,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001010,1014.00-1010,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001011,1014.00-1011,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001012,1014.00-1012,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001013,1014.00-1013,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001014,1014.00-1014,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001015,1014.00-1015,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001016,1014.00-1016,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001017,1014.00-1017,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001018,1014.00-1018,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001019,1014.00-1019,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001020,1014.00-1020,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001021,1014.00-1021,19,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001022,1014.00-1022,18,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014001023,1014.00-1023,18,390351014001,1014.00-1,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014002000,1014.00-2000,19,390351014002,1014.00-2,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014002001,1014.00-2001,19,390351014002,1014.00-2,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014002002,1014.00-2002,19,390351014002,1014.00-2,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014002003,1014.00-2003,19,390351014002,1014.00-2,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014002004,1014.00-2004,19,390351014002,1014.00-2,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014002005,1014.00-2005,19,390351014002,1014.00-2,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014002006,1014.00-2006,19,390351014002,1014.00-2,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014002007,1014.00-2007,19,390351014002,1014.00-2,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014002008,1014.00-2008,19,390351014002,1014.00-2,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014002009,1014.00-2009,19,390351014002,1014.00-2,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014002010,1014.00-2010,19,390351014002,1014.00-2,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014002011,1014.00-2011,19,390351014002,1014.00-2,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014002012,1014.00-2012,19,390351014002,1014.00-2,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014002013,1014.00-2013,19,390351014002,1014.00-2,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351014002014,1014.00-2014,19,390351014002,1014.00-2,1014,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015001000,1015.00-1000,19,390351015001,1015.00-1,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015001001,1015.00-1001,19,390351015001,1015.00-1,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015001002,1015.00-1002,19,390351015001,1015.00-1,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015001003,1015.00-1003,19,390351015001,1015.00-1,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015001004,1015.00-1004,19,390351015001,1015.00-1,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015002000,1015.00-2000,18,390351015002,1015.00-2,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015002001,1015.00-2001,18,390351015002,1015.00-2,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015002002,1015.00-2002,18,390351015002,1015.00-2,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015002003,1015.00-2003,18,390351015002,1015.00-2,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015002004,1015.00-2004,18,390351015002,1015.00-2,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015002005,1015.00-2005,18,390351015002,1015.00-2,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015002006,1015.00-2006,18,390351015002,1015.00-2,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015002007,1015.00-2007,18,390351015002,1015.00-2,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015002008,1015.00-2008,18,390351015002,1015.00-2,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015002009,1015.00-2009,18,390351015002,1015.00-2,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015003000,1015.00-3000,18,390351015003,1015.00-3,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015003001,1015.00-3001,18,390351015003,1015.00-3,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015003002,1015.00-3002,18,390351015003,1015.00-3,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015003003,1015.00-3003,18,390351015003,1015.00-3,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015003004,1015.00-3004,18,390351015003,1015.00-3,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015003005,1015.00-3005,19,390351015003,1015.00-3,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015003006,1015.00-3006,19,390351015003,1015.00-3,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015003007,1015.00-3007,19,390351015003,1015.00-3,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015003008,1015.00-3008,19,390351015003,1015.00-3,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015003009,1015.00-3009,19,390351015003,1015.00-3,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015003010,1015.00-3010,19,390351015003,1015.00-3,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015003011,1015.00-3011,19,390351015003,1015.00-3,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351015003012,1015.00-3012,19,390351015003,1015.00-3,1015,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351016001000,1016.00-1000,18,390351016001,1016.00-1,1016,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351016001001,1016.00-1001,18,390351016001,1016.00-1,1016,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351016001002,1016.00-1002,18,390351016001,1016.00-1,1016,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351016001003,1016.00-1003,18,390351016001,1016.00-1,1016,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351016001004,1016.00-1004,18,390351016001,1016.00-1,1016,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351016001005,1016.00-1005,18,390351016001,1016.00-1,1016,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351016001006,1016.00-1006,18,390351016001,1016.00-1,1016,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351016001007,1016.00-1007,18,390351016001,1016.00-1,1016,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351016001008,1016.00-1008,18,390351016001,1016.00-1,1016,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351016001009,1016.00-1009,18,390351016001,1016.00-1,1016,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351016001010,1016.00-1010,18,390351016001,1016.00-1,1016,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
390351016002000,1016.00-2000,18,390351016002,1016.00-2,1016,Cuyahoga,Cleveland city,Cleveland city,Cudell,1,,Cudell,Ohio City,
